DATE FORMAT	ORDER_NUMBER	SKU	PCS
31/01/2017	888028	349535	1.0
31/01/2017	888028	349537	1.0
31/01/2017	888024	342059	1.0
31/01/2017	888024	343167	1.0
31/01/2017	888024	349534	1.0
31/01/2017	888024	349535	1.0
31/01/2017	888024	349537	1.0
31/01/2017	888022	276867	1.0
31/01/2017	888022	280157	1.0
31/01/2017	888022	339224	2.0
31/01/2017	888022	364753	2.0
31/01/2017	888020	325567	1.0
31/01/2017	888020	343134	1.0
31/01/2017	888020	344628	1.0
31/01/2017	888020	346412	1.0
31/01/2017	888015	267721	1.0
31/01/2017	888015	280365	1.0
31/01/2017	888015	287068	1.0
31/01/2017	888015	367977	2.0
31/01/2017	888013	277714	1.0
31/01/2017	888013	280826	1.0
31/01/2017	888013	289849	1.0
31/01/2017	888013	363491	1.0
31/01/2017	888006	284865	1.0
31/01/2017	888006	310359	1.0
31/01/2017	888006	310361	1.0
31/01/2017	888006	332187	1.0
31/01/2017	888004	325805	1.0
31/01/2017	888004	331955	1.0
31/01/2017	888004	349992	1.0
31/01/2017	888004	354964	1.0
31/01/2017	888001	277714	1.0
31/01/2017	888001	280826	1.0
31/01/2017	888001	289849	1.0
31/01/2017	888001	363491	1.0
31/01/2017	887998	277714	1.0
31/01/2017	887998	280826	1.0
31/01/2017	887998	289849	1.0
31/01/2017	887998	363491	1.0
31/01/2017	887994	253500	1.0
31/01/2017	887994	290478	1.0
31/01/2017	887994	359958	1.0
31/01/2017	887994	366639	1.0
31/01/2017	887989	74315	1.0
31/01/2017	887989	238490	1.0
31/01/2017	887989	355084	1.0
31/01/2017	887989	358786	1.0
31/01/2017	887987	219151	1.0
31/01/2017	887987	362529	1.0
31/01/2017	887987	367258	1.0
31/01/2017	887987	371464	1.0
31/01/2017	887985	277714	1.0
31/01/2017	887985	280826	1.0
31/01/2017	887985	289849	1.0
31/01/2017	887985	363493	1.0
31/01/2017	887984	326259	1.0
31/01/2017	887984	343134	1.0
31/01/2017	887984	346412	1.0
31/01/2017	887983	344618	1.0
31/01/2017	887983	344619	1.0
31/01/2017	887983	373404	1.0
17/01/2017	870992	334474	1.0
17/01/2017	870992	344620	2.0
17/01/2017	870992	355084	1.0
17/01/2017	870992	358786	1.0
17/01/2017	870992	364968	1.0
17/01/2017	870992	368044	1.0
17/01/2017	870987	308057	1.0
17/01/2017	870987	334635	1.0
17/01/2017	870987	334636	1.0
17/01/2017	870987	341951	1.0
17/01/2017	870979	280787	1.0
17/01/2017	870979	304272	1.0
17/01/2017	870979	340387	1.0
17/01/2017	870975	335347	2.0
17/01/2017	870975	335349	3.0
17/01/2017	870973	233934	1.0
17/01/2017	870973	251857	1.0
17/01/2017	870971	17769	1.0
17/01/2017	870971	303789	1.0
17/01/2017	870971	369796	1.0
17/01/2017	870970	337909	1.0
17/01/2017	870970	337910	1.0
17/01/2017	870968	352829	1.0
17/01/2017	870968	369795	1.0
17/01/2017	870968	369796	1.0
17/01/2017	870967	337908	1.0
17/01/2017	870967	359789	1.0
17/01/2017	870965	325565	1.0
17/01/2017	870965	359803	1.0
17/01/2017	870964	191910	1.0
17/01/2017	870964	341949	1.0
17/01/2017	870962	238768	1.0
17/01/2017	870962	243075	1.0
17/01/2017	870962	335349	1.0
17/01/2017	870960	265242	1.0
17/01/2017	870960	349663	1.0
17/01/2017	870960	349664	1.0
17/01/2017	870958	337907	1.0
17/01/2017	870958	359789	1.0
17/01/2017	870944	238768	3.0
17/01/2017	870955	359788	1.0
17/01/2017	870955	359789	1.0
17/01/2017	870936	276553	1.0
17/01/2017	870939	255371	1.0
17/01/2017	870935	349662	1.0
17/01/2017	870934	352820	1.0
17/01/2017	870933	344975	1.0
17/01/2017	870930	17769	1.0
17/01/2017	870931	363340	1.0
17/01/2017	870929	341949	1.0
17/01/2017	870926	294281	1.0
17/01/2017	870915	276864	1.0
17/01/2017	870915	311655	1.0
17/01/2017	870915	311657	1.0
17/01/2017	870915	311658	1.0
17/01/2017	870915	311660	1.0
17/01/2017	870915	311661	1.0
17/01/2017	870915	311662	1.0
17/01/2017	870915	311664	1.0
17/01/2017	870915	330863	1.0
17/01/2017	870915	344614	1.0
17/01/2017	870905	237675	1.0
17/01/2017	870905	243064	2.0
17/01/2017	870905	243065	2.0
17/01/2017	870905	243068	2.0
17/01/2017	870905	243069	1.0
17/01/2017	870905	243071	1.0
17/01/2017	870905	243072	2.0
17/01/2017	870905	243073	1.0
17/01/2017	870905	243074	2.0
17/01/2017	870905	243075	2.0
17/01/2017	870886	231943	1.0
17/01/2017	870886	330661	1.0
17/01/2017	870883	344618	2.0
17/01/2017	870883	344619	2.0
17/01/2017	870873	230435	2.0
17/01/2017	870872	359803	1.0
17/01/2017	870843	337907	1.0
17/01/2017	870843	337908	1.0
17/01/2017	870843	337909	1.0
17/01/2017	870843	359789	1.0
17/01/2017	870833	331933	1.0
17/01/2017	870833	335351	1.0
17/01/2017	870827	359788	1.0
17/01/2017	870827	359789	1.0
17/01/2017	870806	359803	1.0
17/01/2017	870802	344618	2.0
17/01/2017	870795	353863	1.0
17/01/2017	870329	242347	1.0
17/01/2017	869198	344609	2.0
17/01/2017	869198	344610	2.0
17/01/2017	869198	344611	1.0
17/01/2017	869198	344612	1.0
17/01/2017	869198	344613	1.0
17/01/2017	869198	344614	2.0
17/01/2017	869198	344615	1.0
17/01/2017	869198	344616	2.0
17/01/2017	871070	193875	1.0
17/01/2017	871070	269754	1.0
17/01/2017	871070	329118	2.0
17/01/2017	871070	337876	1.0
17/01/2017	871070	342059	1.0
17/01/2017	871070	342061	1.0
17/01/2017	871070	343167	2.0
17/01/2017	871070	349520	1.0
17/01/2017	871070	349534	1.0
17/01/2017	871070	349535	1.0
17/01/2017	871070	349537	1.0
17/01/2017	871070	362110	1.0
17/01/2017	871070	371197	1.0
17/01/2017	871070	373271	1.0
17/01/2017	871070	373850	1.0
17/01/2017	871068	245655	3.0
17/01/2017	871068	269754	1.0
17/01/2017	871068	309853	1.0
17/01/2017	871068	366773	3.0
17/01/2017	871068	371197	1.0
17/01/2017	871068	373271	1.0
17/01/2017	871066	236692	1.0
17/01/2017	871066	236693	1.0
17/01/2017	871066	269754	1.0
17/01/2017	871066	364018	1.0
17/01/2017	871066	371197	1.0
17/01/2017	871066	373271	1.0
17/01/2017	871035	359803	1.0
17/01/2017	871050	335863	2.0
17/01/2017	871050	335864	1.0
17/01/2017	871050	373267	1.0
17/01/2017	871050	375956	1.0
17/01/2017	871033	276532	1.0
17/01/2017	871032	292713	1.0
17/01/2017	871016	326135	5.0
17/01/2017	870998	274211	1.0
17/01/2017	870998	280050	1.0
17/01/2017	870998	290478	1.0
17/01/2017	870998	329167	1.0
17/01/2017	870998	359958	1.0
17/01/2017	870998	366639	1.0
17/01/2017	870997	274209	1.0
17/01/2017	870997	290478	1.0
17/01/2017	870997	295842	1.0
17/01/2017	870997	359958	1.0
17/01/2017	870997	361225	1.0
17/01/2017	870997	366639	1.0
17/01/2017	870996	253500	2.0
17/01/2017	870996	290478	1.0
17/01/2017	870996	343143	1.0
17/01/2017	870996	355811	1.0
17/01/2017	870996	359958	1.0
17/01/2017	870996	366639	1.0
17/01/2017	870996	366697	1.0
17/01/2017	870984	273210	3.0
17/01/2017	870984	273212	1.0
17/01/2017	870984	273215	1.0
17/01/2017	870984	273221	1.0
17/01/2017	870921	223437	1.0
17/01/2017	870921	290478	1.0
17/01/2017	870921	295211	1.0
17/01/2017	870921	311675	1.0
17/01/2017	870921	329167	1.0
17/01/2017	870921	355813	1.0
17/01/2017	870921	359958	1.0
17/01/2017	870921	366639	1.0
17/01/2017	870919	201812	1.0
17/01/2017	870919	238490	1.0
17/01/2017	870919	332896	1.0
17/01/2017	870919	364968	1.0
17/01/2017	870919	368044	1.0
17/01/2017	870918	274062	1.0
17/01/2017	870918	280057	1.0
17/01/2017	870918	290478	1.0
17/01/2017	870918	311675	1.0
17/01/2017	870918	329167	1.0
17/01/2017	870918	332620	1.0
17/01/2017	870918	359958	1.0
17/01/2017	870918	366639	1.0
17/01/2017	870909	269754	1.0
17/01/2017	870909	309462	6.0
17/01/2017	870909	309978	1.0
17/01/2017	870909	367269	2.0
17/01/2017	870909	371197	1.0
17/01/2017	870909	373271	1.0
17/01/2017	870878	310263	1.0
17/01/2017	870875	344860	1.0
17/01/2017	870876	269805	1.0
17/01/2017	870877	305388	2.0
17/01/2017	870874	291910	1.0
17/01/2017	870868	304411	1.0
17/01/2017	870864	268739	1.0
17/01/2017	870865	312053	2.0
17/01/2017	870862	347209	1.0
17/01/2017	870860	202390	1.0
17/01/2017	870849	269754	1.0
17/01/2017	870849	367525	1.0
17/01/2017	870849	368949	1.0
17/01/2017	870849	371197	1.0
17/01/2017	870849	373271	1.0
17/01/2017	870849	373283	1.0
17/01/2017	870841	140882	1.0
17/01/2017	870841	290478	1.0
17/01/2017	870841	355813	1.0
17/01/2017	870841	359958	1.0
17/01/2017	870841	366639	1.0
17/01/2017	870791	269754	1.0
17/01/2017	870791	320648	1.0
17/01/2017	870791	321567	1.0
17/01/2017	870791	326018	1.0
17/01/2017	870791	354316	1.0
17/01/2017	870791	368049	1.0
17/01/2017	870791	368752	2.0
17/01/2017	870791	369479	1.0
17/01/2017	870791	369792	1.0
17/01/2017	870791	371197	1.0
17/01/2017	870791	373247	1.0
17/01/2017	870791	373286	1.0
17/01/2017	870791	373287	1.0
17/01/2017	870791	375956	1.0
17/01/2017	870769	253500	2.0
17/01/2017	870769	290478	1.0
17/01/2017	870769	343143	1.0
17/01/2017	870769	355811	1.0
17/01/2017	870769	359958	1.0
17/01/2017	870769	366639	1.0
17/01/2017	870766	265241	1.0
17/01/2017	870766	265242	1.0
17/01/2017	870766	341505	1.0
17/01/2017	870766	373850	1.0
17/01/2017	870760	315717	1.0
17/01/2017	870760	318116	1.0
17/01/2017	870760	318153	1.0
17/01/2017	870760	318156	1.0
17/01/2017	870760	318178	1.0
17/01/2017	870760	318184	1.0
17/01/2017	870753	290478	1.0
17/01/2017	870753	355813	1.0
17/01/2017	870753	359958	1.0
17/01/2017	870753	364507	1.0
17/01/2017	870753	366639	1.0
17/01/2017	870745	147354	1.0
17/01/2017	870745	319954	1.0
17/01/2017	870745	337654	1.0
17/01/2017	870745	364119	1.0
17/01/2017	870746	253470	1.0
17/01/2017	870746	269754	1.0
17/01/2017	870746	373267	1.0
17/01/2017	870746	375956	2.0
17/01/2017	870641	253500	2.0
17/01/2017	870641	290478	1.0
17/01/2017	870641	343143	1.0
17/01/2017	870641	355811	1.0
17/01/2017	870641	359958	1.0
17/01/2017	870641	363340	1.0
17/01/2017	870641	366639	1.0
17/01/2017	870628	58291	1.0
17/01/2017	870628	58292	1.0
17/01/2017	870628	305352	2.0
17/01/2017	870632	369478	1.0
17/01/2017	870632	369569	1.0
17/01/2017	870632	373286	1.0
17/01/2017	870632	373287	1.0
17/01/2017	870632	375956	1.0
17/01/2017	870625	278414	1.0
17/01/2017	870625	288127	1.0
17/01/2017	870625	314688	1.0
17/01/2017	870625	319336	1.0
17/01/2017	870619	273210	1.0
17/01/2017	870619	309854	1.0
17/01/2017	870620	264023	1.0
17/01/2017	870620	325496	1.0
17/01/2017	870621	280826	1.0
17/01/2017	870621	352693	1.0
17/01/2017	870621	369441	1.0
17/01/2017	870621	373850	1.0
17/01/2017	870605	351021	1.0
17/01/2017	870618	223437	1.0
17/01/2017	870618	290478	1.0
17/01/2017	870618	359958	1.0
17/01/2017	870618	366639	1.0
17/01/2017	870618	366697	2.0
17/01/2017	870572	309493	1.0
17/01/2017	870572	369479	1.0
17/01/2017	870572	373286	1.0
17/01/2017	870572	373287	1.0
17/01/2017	870563	304429	1.0
17/01/2017	870561	373404	1.0
17/01/2017	870561	373850	1.0
17/01/2017	870553	253500	2.0
17/01/2017	870553	290478	1.0
17/01/2017	870553	343143	1.0
17/01/2017	870553	355811	1.0
17/01/2017	870553	359958	1.0
17/01/2017	870553	366639	1.0
17/01/2017	870547	164264	1.0
17/01/2017	870547	184845	1.0
17/01/2017	870547	238768	1.0
17/01/2017	870543	344091	1.0
17/01/2017	870543	345966	1.0
17/01/2017	870539	237808	1.0
17/01/2017	870539	264522	1.0
17/01/2017	870539	365216	1.0
17/01/2017	870537	344618	3.0
17/01/2017	870535	349726	1.0
17/01/2017	870534	311731	1.0
17/01/2017	870532	364507	1.0
17/01/2017	870521	253500	2.0
17/01/2017	870521	290478	1.0
17/01/2017	870521	343143	1.0
17/01/2017	870521	355811	1.0
17/01/2017	870521	359958	1.0
17/01/2017	870521	366639	1.0
17/01/2017	870521	373271	1.0
17/01/2017	870521	373405	1.0
17/01/2017	870521	373850	1.0
17/01/2017	870512	238490	1.0
17/01/2017	870512	253500	2.0
17/01/2017	870512	277714	1.0
17/01/2017	870512	280826	1.0
17/01/2017	870512	289849	1.0
17/01/2017	870512	290478	1.0
17/01/2017	870512	343143	1.0
17/01/2017	870512	355811	1.0
17/01/2017	870512	359958	1.0
17/01/2017	870512	362915	1.0
17/01/2017	870512	366639	1.0
17/01/2017	870512	369575	1.0
17/01/2017	870512	373850	1.0
17/01/2017	870505	253500	2.0
17/01/2017	870505	290478	1.0
17/01/2017	870505	343143	1.0
17/01/2017	870505	355811	1.0
17/01/2017	870505	359958	1.0
17/01/2017	870505	366639	1.0
17/01/2017	870503	215340	1.0
17/01/2017	870503	251033	3.0
17/01/2017	870503	290478	1.0
17/01/2017	870503	329167	1.0
17/01/2017	870503	359958	1.0
17/01/2017	870503	366639	1.0
17/01/2017	870502	276871	1.0
17/01/2017	870502	288268	1.0
17/01/2017	870502	344233	1.0
17/01/2017	870502	349890	1.0
17/01/2017	870502	353265	1.0
17/01/2017	870501	220051	1.0
17/01/2017	870501	343025	1.0
17/01/2017	870501	359939	1.0
17/01/2017	870501	359940	1.0
17/01/2017	870501	359941	1.0
17/01/2017	870501	359942	1.0
17/01/2017	870499	220051	1.0
17/01/2017	870499	343025	1.0
17/01/2017	870499	359939	1.0
17/01/2017	870499	359940	1.0
17/01/2017	870499	359941	1.0
17/01/2017	870499	359942	1.0
17/01/2017	870492	260268	1.0
17/01/2017	870492	270134	1.0
17/01/2017	870492	290478	1.0
17/01/2017	870492	359958	1.0
17/01/2017	870492	366639	1.0
17/01/2017	870491	344623	1.0
17/01/2017	870491	344626	1.0
17/01/2017	870491	359549	1.0
17/01/2017	870491	375956	1.0
17/01/2017	870490	359882	1.0
17/01/2017	870490	362101	1.0
17/01/2017	870490	362103	1.0
17/01/2017	870490	373850	1.0
17/01/2017	870489	342059	1.0
17/01/2017	870489	343167	1.0
17/01/2017	870489	349534	1.0
17/01/2017	870489	349535	1.0
17/01/2017	870489	349537	1.0
17/01/2017	870487	288155	1.0
17/01/2017	870487	303789	1.0
17/01/2017	870487	366092	1.0
17/01/2017	870487	375956	1.0
17/01/2017	870485	280157	1.0
17/01/2017	870485	319669	1.0
17/01/2017	870485	330782	1.0
17/01/2017	870485	365477	1.0
17/01/2017	870482	290478	1.0
17/01/2017	868757	373287	1.0
17/01/2017	868757	375956	1.0
17/01/2017	868758	269754	1.0
17/01/2017	868758	367525	2.0
17/01/2017	868758	368949	2.0
17/01/2017	868758	371197	1.0
17/01/2017	868758	373283	2.0
17/01/2017	868756	269754	1.0
17/01/2017	868756	365106	1.0
17/01/2017	868756	371197	1.0
17/01/2017	868756	373264	1.0
17/01/2017	868756	373850	1.0
17/01/2017	868753	270134	1.0
17/01/2017	868753	318984	1.0
17/01/2017	868753	350488	1.0
17/01/2017	868753	364471	1.0
17/01/2017	868751	253500	1.0
17/01/2017	868751	290478	1.0
17/01/2017	868751	359958	1.0
17/01/2017	868751	366639	1.0
17/01/2017	868748	187346	1.0
17/01/2017	868748	269754	1.0
17/01/2017	868748	353236	1.0
17/01/2017	868748	371197	1.0
17/01/2017	868744	117575	1.0
17/01/2017	868744	286879	1.0
17/01/2017	868744	358227	1.0
17/01/2017	868744	358230	1.0
17/01/2017	868742	362914	1.0
17/01/2017	868742	364494	1.0
17/01/2017	868742	373850	1.0
17/01/2017	868732	278414	1.0
17/01/2017	868732	305795	1.0
17/01/2017	868732	319330	1.0
17/01/2017	868732	341641	1.0
17/01/2017	868731	309245	1.0
17/01/2017	868731	344623	1.0
17/01/2017	868731	364507	1.0
17/01/2017	868725	267089	1.0
17/01/2017	868725	304359	1.0
17/01/2017	868725	358497	1.0
17/01/2017	868716	269754	1.0
17/01/2017	868716	270134	1.0
17/01/2017	868716	371197	1.0
17/01/2017	868714	269754	1.0
17/01/2017	868714	349865	1.0
17/01/2017	868714	371197	1.0
17/01/2017	868531	214213	1.0
17/01/2017	868531	238490	1.0
17/01/2017	868480	314607	1.0
17/01/2017	868443	363594	1.0
17/01/2017	868432	368082	1.0
17/01/2017	868428	367897	1.0
17/01/2017	868429	344984	1.0
17/01/2017	868364	274075	1.0
17/01/2017	868364	356098	1.0
17/01/2017	868364	356100	1.0
17/01/2017	868372	269754	1.0
17/01/2017	868372	367525	1.0
17/01/2017	868372	371197	1.0
17/01/2017	868358	334639	1.0
17/01/2017	868355	373405	1.0
17/01/2017	868354	41591	1.0
17/01/2017	868354	151904	1.0
17/01/2017	868354	215440	1.0
17/01/2017	868354	269754	1.0
17/01/2017	868354	270133	1.0
17/01/2017	868354	326779	1.0
17/01/2017	868354	342849	1.0
17/01/2017	868354	344611	2.0
17/01/2017	868354	344619	2.0
17/01/2017	868354	351487	1.0
17/01/2017	868354	354325	1.0
17/01/2017	868354	366697	1.0
17/01/2017	868354	371197	1.0
17/01/2017	868354	375956	1.0
17/01/2017	868347	139847	1.0
17/01/2017	868347	245655	2.0
17/01/2017	868347	366773	2.0
17/01/2017	868340	290478	1.0
17/01/2017	868340	329167	1.0
17/01/2017	868340	354109	1.0
17/01/2017	868340	359958	1.0
17/01/2017	868340	366639	1.0
17/01/2017	868338	373405	1.0
17/01/2017	868338	373850	1.0
17/01/2017	868335	353236	1.0
17/01/2017	868327	292713	1.0
17/01/2017	870898	327649	1.0
17/01/2017	870898	337906	1.0
17/01/2017	870898	359788	1.0
17/01/2017	870891	255371	1.0
17/01/2017	870893	263928	1.0
17/01/2017	870893	337906	1.0
17/01/2017	870893	359789	1.0
17/01/2017	870887	359788	1.0
17/01/2017	870887	359789	1.0
17/01/2017	870888	337909	1.0
17/01/2017	870888	337910	1.0
17/01/2017	870881	369796	1.0
17/01/2017	870869	276553	1.0
17/01/2017	870870	290327	1.0
17/01/2017	870871	369795	1.0
17/01/2017	870871	369796	1.0
17/01/2017	870863	364753	3.0
17/01/2017	870867	344618	2.0
17/01/2017	870861	294281	1.0
17/01/2017	870854	337907	1.0
17/01/2017	870854	337909	1.0
17/01/2017	870854	359788	1.0
17/01/2017	870854	359789	1.0
17/01/2017	870853	276855	1.0
17/01/2017	870853	330670	1.0
17/01/2017	870853	335349	1.0
17/01/2017	870853	337909	1.0
17/01/2017	870853	337910	1.0
17/01/2017	870851	337906	2.0
17/01/2017	870851	337908	1.0
17/01/2017	870851	337909	1.0
17/01/2017	870851	337910	1.0
17/01/2017	870851	359789	1.0
17/01/2017	870832	337910	1.0
17/01/2017	870832	359788	1.0
17/01/2017	870839	237662	1.0
17/01/2017	870839	267270	1.0
17/01/2017	870839	267296	1.0
17/01/2017	870821	340386	1.0
17/01/2017	870822	344618	4.0
17/01/2017	870823	337910	1.0
17/01/2017	870823	359789	1.0
17/01/2017	870819	295792	1.0
17/01/2017	870817	348235	1.0
17/01/2017	870808	344975	1.0
17/01/2017	870794	344618	2.0
17/01/2017	870750	237653	1.0
17/01/2017	870750	237655	1.0
17/01/2017	870750	237659	1.0
17/01/2017	870749	309245	1.0
17/01/2017	870749	332941	1.0
17/01/2017	870749	364753	1.0
17/01/2017	870744	237655	1.0
17/01/2017	870744	237657	1.0
17/01/2017	870744	237658	1.0
17/01/2017	870733	337907	1.0
17/01/2017	870733	337908	1.0
17/01/2017	870734	337908	1.0
17/01/2017	870734	337909	1.0
17/01/2017	870739	337908	1.0
17/01/2017	870739	359788	1.0
17/01/2017	870728	337909	1.0
17/01/2017	870728	359788	1.0
17/01/2017	870729	344618	2.0
17/01/2017	870729	344622	2.0
17/01/2017	870729	344626	3.0
17/01/2017	870727	337909	1.0
17/01/2017	870727	337910	1.0
17/01/2017	870722	337909	1.0
17/01/2017	870722	337910	1.0
17/01/2017	870723	337909	1.0
17/01/2017	870723	359788	1.0
17/01/2017	870719	359788	1.0
17/01/2017	870719	359789	1.0
17/01/2017	870720	337910	1.0
17/01/2017	870720	359789	1.0
17/01/2017	870721	337909	1.0
17/01/2017	870721	337910	1.0
17/01/2017	870717	280157	1.0
17/01/2017	870717	352820	1.0
17/01/2017	870718	337909	1.0
17/01/2017	870718	359788	1.0
17/01/2017	870713	321569	2.0
17/01/2017	870713	321585	2.0
17/01/2017	870712	294452	1.0
17/01/2017	870712	294458	1.0
17/01/2017	870708	337907	1.0
17/01/2017	870708	359789	1.0
17/01/2017	870703	334635	1.0
17/01/2017	870703	363340	1.0
17/01/2017	870701	335352	1.0
17/01/2017	870701	365639	1.0
17/01/2017	870699	315723	1.0
17/01/2017	870699	334636	1.0
17/01/2017	870696	236729	1.0
17/01/2017	870696	335349	1.0
17/01/2017	870691	369795	1.0
17/01/2017	870689	369796	1.0
17/01/2017	870678	344984	1.0
17/01/2017	870685	340386	1.0
17/01/2017	870686	359803	1.0
17/01/2017	870687	359803	1.0
17/01/2017	870673	369792	1.0
17/01/2017	870676	295792	1.0
17/01/2017	870670	263928	1.0
17/01/2017	870671	344984	1.0
17/01/2017	870666	240261	1.0
17/01/2017	870663	359803	1.0
17/01/2017	870658	359803	1.0
17/01/2017	870659	344975	1.0
17/01/2017	870657	263928	1.0
17/01/2017	870655	216132	1.0
17/01/2017	870647	330865	1.0
17/01/2017	870649	315716	1.0
17/01/2017	870644	236734	1.0
17/01/2017	870646	340387	1.0
17/01/2017	870633	337909	1.0
17/01/2017	870633	337910	1.0
17/01/2017	870634	349534	1.0
17/01/2017	870634	349535	1.0
17/01/2017	870634	349537	1.0
17/01/2017	870634	349872	1.0
17/01/2017	870630	337907	1.0
17/01/2017	870630	359789	1.0
17/01/2017	870624	238768	1.0
17/01/2017	870624	267288	1.0
17/01/2017	870624	289718	1.0
17/01/2017	870623	337906	1.0
17/01/2017	870623	337908	1.0
17/01/2017	870623	337910	1.0
17/01/2017	870623	359788	1.0
17/01/2017	870615	349726	2.0
17/01/2017	870611	337908	1.0
17/01/2017	870611	359788	1.0
17/01/2017	870613	337907	1.0
17/01/2017	870613	337908	1.0
17/01/2017	870608	337907	1.0
17/01/2017	870608	359788	1.0
17/01/2017	870609	255371	1.0
17/01/2017	870609	352822	1.0
17/01/2017	870610	337909	1.0
17/01/2017	870610	337910	1.0
17/01/2017	870606	353867	1.0
17/01/2017	870607	348235	1.0
17/01/2017	870601	276553	1.0
17/01/2017	870604	359803	1.0
17/01/2017	870596	335347	2.0
17/01/2017	870598	219498	1.0
17/01/2017	870599	335347	2.0
17/01/2017	870600	369792	1.0
17/01/2017	870590	353864	1.0
17/01/2017	870591	353863	1.0
17/01/2017	870595	17769	1.0
17/01/2017	870586	359803	1.0
17/01/2017	870587	242625	1.0
17/01/2017	870588	299903	1.0
17/01/2017	870585	359803	1.0
17/01/2017	870577	330661	1.0
17/01/2017	870578	369795	1.0
17/01/2017	870580	341949	1.0
17/01/2017	870574	263928	1.0
17/01/2017	870575	369792	1.0
17/01/2017	870576	341956	1.0
17/01/2017	870571	337908	1.0
17/01/2017	870571	337909	1.0
17/01/2017	870567	348235	1.0
17/01/2017	870567	349726	1.0
17/01/2017	870564	348235	1.0
17/01/2017	870559	349662	1.0
17/01/2017	870562	337909	1.0
17/01/2017	870562	359789	1.0
17/01/2017	870556	337909	1.0
17/01/2017	870556	359789	1.0
17/01/2017	870557	364753	3.0
17/01/2017	870550	315723	1.0
17/01/2017	870550	369796	1.0
17/01/2017	870541	289718	1.0
17/01/2017	870541	294281	1.0
17/01/2017	870542	359803	1.0
17/01/2017	870544	340387	2.0
17/01/2017	870540	263729	1.0
17/01/2017	870536	359803	1.0
17/01/2017	870533	335347	2.0
17/01/2017	870531	236675	1.0
17/01/2017	870531	335349	1.0
17/01/2017	870509	280157	1.0
17/01/2017	870509	337907	1.0
17/01/2017	870509	337908	1.0
17/01/2017	870509	337909	1.0
17/01/2017	870509	337910	1.0
17/01/2017	870509	359789	1.0
17/01/2017	870486	322438	1.0
17/01/2017	870486	341949	1.0
17/01/2017	870486	341956	1.0
17/01/2017	870486	341957	1.0
17/01/2017	870475	202390	1.0
17/01/2017	870475	242336	1.0
17/01/2017	870475	317889	1.0
17/01/2017	870471	295789	1.0
17/01/2017	870471	299895	1.0
17/01/2017	870471	348940	1.0
17/01/2017	870472	242790	1.0
17/01/2017	870472	344982	1.0
17/01/2017	870472	359803	1.0
17/01/2017	870456	294953	1.0
17/01/2017	870456	318273	1.0
17/01/2017	870456	330661	1.0
17/01/2017	870452	337909	1.0
17/01/2017	870452	337910	1.0
17/01/2017	870453	359788	1.0
17/01/2017	870453	359789	1.0
17/01/2017	870448	337906	1.0
17/01/2017	870448	359788	1.0
17/01/2017	870449	337908	1.0
17/01/2017	870449	359789	1.0
17/01/2017	870450	337908	1.0
17/01/2017	870450	337909	1.0
17/01/2017	870442	359788	1.0
17/01/2017	870442	359789	1.0
17/01/2017	870444	337907	1.0
17/01/2017	870444	337909	1.0
17/01/2017	870439	337910	1.0
17/01/2017	870439	359788	1.0
17/01/2017	870436	359788	1.0
17/01/2017	870436	359789	1.0
17/01/2017	870429	337909	1.0
17/01/2017	870429	359789	1.0
17/01/2017	870427	337908	1.0
17/01/2017	870427	337910	1.0
17/01/2017	870428	337910	1.0
17/01/2017	870428	359789	1.0
17/01/2017	870425	359788	1.0
17/01/2017	870425	359789	1.0
17/01/2017	870426	337908	1.0
17/01/2017	870426	337910	1.0
17/01/2017	870423	337907	1.0
17/01/2017	870423	337909	1.0
17/01/2017	870424	337906	1.0
17/01/2017	870424	359788	1.0
17/01/2017	870420	242346	1.0
17/01/2017	870420	349662	1.0
17/01/2017	870421	337907	1.0
17/01/2017	870421	337910	1.0
17/01/2017	870422	337908	1.0
17/01/2017	870422	359789	1.0
17/01/2017	870419	332267	1.0
17/01/2017	870419	354296	1.0
17/01/2017	870416	260229	1.0
17/01/2017	870416	348235	1.0
17/01/2017	870411	295636	1.0
17/01/2017	870411	369794	1.0
17/01/2017	870410	294281	1.0
17/01/2017	870410	349662	1.0
17/01/2017	870408	308519	3.0
17/01/2017	870400	335349	3.0
17/01/2017	870399	308519	3.0
17/01/2017	870396	337908	1.0
17/01/2017	870397	369792	1.0
17/01/2017	870387	276553	1.0
17/01/2017	870384	263928	1.0
17/01/2017	870385	341949	1.0
17/01/2017	870381	335347	2.0
17/01/2017	870375	353863	1.0
17/01/2017	870376	359803	1.0
17/01/2017	870371	359803	1.0
17/01/2017	870372	265242	1.0
17/01/2017	870374	339232	1.0
17/01/2017	870367	263928	1.0
17/01/2017	870369	295792	1.0
17/01/2017	870370	255371	1.0
17/01/2017	870364	369796	1.0
17/01/2017	870365	265242	1.0
17/01/2017	870355	344978	1.0
17/01/2017	870352	335347	2.0
17/01/2017	870353	267296	1.0
17/01/2017	870351	349726	1.0
17/01/2017	870346	359803	1.0
17/01/2017	870347	368752	1.0
17/01/2017	870348	359803	1.0
17/01/2017	870345	265243	1.0
17/01/2017	870342	344984	1.0
17/01/2017	870343	294281	1.0
17/01/2017	870332	344618	2.0
17/01/2017	870333	359803	1.0
17/01/2017	870334	369796	1.0
17/01/2017	870327	322441	1.0
17/01/2017	870330	369795	1.0
17/01/2017	870325	359803	1.0
17/01/2017	870322	327647	1.0
17/01/2017	870323	322437	1.0
